Distance Between Stations (km),Weather Conditions,Day of the Week,Time of Day,Train Type,Historical Delay (min),Route Congestion
235,Clear,Thursday,Afternoon,Local,1,Medium
150,Rainy,Friday,Evening,Express,162,High
105,Foggy,Saturday,Night,Superfast,179,Low
250,Clear,Sunday,Morning,Local,0,Medium
190,Rainy,Monday,Afternoon,Express,163,High
120,Foggy,Tuesday,Evening,Superfast,180,Low
260,Clear,Wednesday,Night,Local,2,Medium
135,Rainy,Thursday,Morning,Express,164,High
75,Foggy,Friday,Afternoon,Superfast,181,Low
225,Clear,Saturday,Evening,Local,1,Medium
170,Rainy,Sunday,Night,Express,165,High
65,Foggy,Monday,Morning,Superfast,182,Low
240,Clear,Tuesday,Afternoon,Local,0,Medium
155,Rainy,Wednesday,Evening,Express,166,High
100,Foggy,Thursday,Night,Superfast,183,Low
255,Clear,Friday,Morning,Local,2,Medium
185,Rainy,Saturday,Afternoon,Express,167,High
90,Foggy,Sunday,Evening,Superfast,184,Low
220,Clear,Monday,Night,Local,1,Medium
140,Rainy,Tuesday,Morning,Express,168,High
80,Foggy,Wednesday,Afternoon,Superfast,185,Low
230,Clear,Thursday,Evening,Local,0,Medium
160,Rainy,Friday,Night,Express,169,High
70,Foggy,Saturday,Morning,Superfast,186,Low
245,Clear,Sunday,Afternoon,Local,2,Medium
180,Rainy,Monday,Evening,Express,170,High
115,Foggy,Tuesday,Night,Superfast,187,Low
265,Clear,Wednesday,Morning,Local,1,Medium
175,Rainy,Thursday,Afternoon,Express,171,High
85,Foggy,Friday,Evening,Superfast,188,Low
215,Clear,Saturday,Night,Local,0,Medium
165,Rainy,Sunday,Morning,Express,172,High
95,Foggy,Monday,Afternoon,Superfast,189,Low
235,Clear,Tuesday,Evening,Local,2,Medium
150,Rainy,Wednesday,Night,Express,173,High
105,Foggy,Thursday,Morning,Superfast,190,Low
250,Clear,Friday,Afternoon,Local,1,Medium
190,Rainy,Saturday,Evening,Express,174,High
120,Foggy,Sunday,Night,Superfast,191,Low
260,Clear,Monday,Morning,Local,0,Medium
135,Rainy,Tuesday,Afternoon,Express,175,High
75,Foggy,Wednesday,Evening,Superfast,192,Low
225,Clear,Thursday,Night,Local,2,Medium
170,Rainy,Friday,Morning,Express,176,High
65,Foggy,Saturday,Afternoon,Superfast,193,Low
240,Clear,Sunday,Evening,Local,1,Medium
155,Rainy,Monday,Night,Express,177,High
100,Foggy,Tuesday,Morning,Superfast,194,Low
255,Clear,Wednesday,Afternoon,Local,0,Medium
185,Rainy,Thursday,Evening,Express,178,High
90,Foggy,Friday,Night,Superfast,195,Low
220,Clear,Saturday,Morning,Local,2,Medium
140,Rainy,Sunday,Afternoon,Express,179,High
80,Foggy,Monday,Evening,Superfast,196,Low
230,Clear,Tuesday,Night,Local,1,Medium
160,Rainy,Wednesday,Morning,Express,180,High
70,Foggy,Thursday,Afternoon,Superfast,197,Low
245,Clear,Friday,Evening,Local,0,Medium
180,Rainy,Saturday,Night,Express,181,High
115,Foggy,Sunday,Morning,Superfast,198,Low
265,Clear,Monday,Afternoon,Local,2,Medium
175,Rainy,Tuesday,Evening,Express,182,High
85,Foggy,Wednesday,Night,Superfast,199,Low
215,Clear,Thursday,Morning,Local,1,Medium
165,Rainy,Friday,Afternoon,Express,183,High
95,Foggy,Saturday,Evening,Superfast,200,Low
235,Clear,Sunday,Night,Local,0,Medium
150,Rainy,Monday,Morning,Express,184,High
105,Foggy,Tuesday,Afternoon,Superfast,201,Low
250,Clear,Wednesday,Evening,Local,2,Medium
190,Rainy,Thursday,Night,Express,185,High
120,Foggy,Friday,Morning,Superfast,202,Low
260,Clear,Saturday,Afternoon,Local,1,Medium
135,Rainy,Sunday,Evening,Express,186,High
75,Foggy,Monday,Night,Superfast,203,Low
225,Clear,Tuesday,Morning,Local,0,Medium
170,Rainy,Wednesday,Afternoon,Express,187,High
65,Foggy,Thursday,Evening,Superfast,204,Low
240,Clear,Friday,Night,Local,2,Medium
155,Rainy,Saturday,Morning,Express,188,High
100,Foggy,Sunday,Afternoon,Superfast,205,Low
255,Clear,Monday,Evening,Local,1,Medium
185,Rainy,Tuesday,Night,Express,189,High
90,Foggy,Wednesday,Morning,Superfast,206,Low
220,Clear,Thursday,Afternoon,Local,0,Medium
140,Rainy,Friday,Evening,Express,190,High
80,Foggy,Saturday,Night,Superfast,207,Low
230,Clear,Sunday,Morning,Local,2,Medium
160,Rainy,Monday,Afternoon,Express,191,High
70,Foggy,Tuesday,Evening,Superfast,208,Low
245,Clear,Wednesday,Night,Local,1,Medium
180,Rainy,Thursday,Morning,Express,192,High
115,Foggy,Friday,Afternoon,Superfast,209,Low
265,Clear,Saturday,Evening,Local,0,Medium
175,Rainy,Sunday,Night,Express,193,High
85,Foggy,Monday,Morning,Superfast,210,Low
215,Clear,Tuesday,Afternoon,Local,2,Medium
165,Rainy,Wednesday,Evening,Express,194,High
95,Foggy,Thursday,Night,Superfast,211,Low
235,Clear,Friday,Morning,Local,1,Medium
150,Rainy,Saturday,Afternoon,Express,195,High
105,Foggy,Sunday,Evening,Superfast,212,Low
250,Clear,Monday,Night,Local,0,Medium
190,Rainy,Tuesday,Morning,Express,196,High
120,Foggy,Wednesday,Afternoon,Superfast,213,Low
260,Clear,Thursday,Evening,Local,2,Medium
135,Rainy,Friday,Night,Express,197,High
75,Foggy,Saturday,Morning,Superfast,214,Low
225,Clear,Sunday,Afternoon,Local,1,Medium
170,Rainy,Monday,Evening,Express,198,High
65,Foggy,Tuesday,Night,Superfast,215,Low
240,Clear,Wednesday,Morning,Local,0,Medium
155,Rainy,Thursday,Afternoon,Express,199,High
100,Foggy,Friday,Evening,Superfast,216,Low
255,Clear,Saturday,Night,Local,2,Medium
185,Rainy,Sunday,Morning,Express,200,High
90,Foggy,Monday,Afternoon,Superfast,217,Low
220,Clear,Tuesday,Evening,Local,1,Medium
140,Rainy,Wednesday,Night,Express,201,High
80,Foggy,Thursday,Morning,Superfast,218,Low
230,Clear,Friday,Afternoon,Local,0,Medium
160,Rainy,Saturday,Evening,Express,202,High
70,Foggy,Sunday,Night,Superfast,219,Low
245,Clear,Monday,Morning,Local,2,Medium
180,Rainy,Tuesday,Afternoon,Express,203,High
115,Foggy,Wednesday,Evening,Superfast,220,Low
265,Clear,Thursday,Night,Local,1,Medium
175,Rainy,Friday,Morning,Express,204,High
85,Foggy,Saturday,Afternoon,Superfast,221,Low
215,Clear,Sunday,Evening,Local,0,Medium
165,Rainy,Monday,Night,Express,205,High
95,Foggy,Tuesday,Morning,Superfast,222,Low
235,Clear,Wednesday,Afternoon,Local,2,Medium
150,Rainy,Thursday,Evening,Express,206,High
105,Foggy,Friday,Night,Superfast,223,Low
250,Clear,Saturday,Morning,Local,1,Medium
190,Rainy,Sunday,Afternoon,Express,207,High
120,Foggy,Monday,Evening,Superfast,224,Low
260,Clear,Tuesday,Night,Local,0,Medium
135,Rainy,Wednesday,Morning,Express,208,High
75,Foggy,Thursday,Afternoon,Superfast,225,Low
225,Clear,Friday,Evening,Local,2,Medium
170,Rainy,Saturday,Night,Express,209,High
65,Foggy,Sunday,Morning,Superfast,226,Low
240,Clear,Monday,Afternoon,Local,1,Medium
40,Clear,Monday,Morning,Local,10,Medium
65,Rainy,Tuesday,Afternoon,Express,20,High
50,Foggy,Wednesday,Evening,Superfast,30,Low
75,Clear,Thursday,Night,Local,15,Medium
55,Rainy,Friday,Morning,Express,25,High
80,Foggy,Saturday,Afternoon,Superfast,35,Low
60,Clear,Sunday,Evening,Local,5,Medium
85,Rainy,Monday,Night,Express,45,High
65,Foggy,Tuesday,Morning,Superfast,55,Low
90,Clear,Wednesday,Afternoon,Local,20,Medium
70,Rainy,Thursday,Evening,Express,30,High
95,Foggy,Friday,Night,Superfast,40,Low
75,Clear,Saturday,Morning,Local,10,Medium
100,Rainy,Sunday,Afternoon,Express,50,High
80,Foggy,Monday,Evening,Superfast,60,Low
105,Clear,Tuesday,Night,Local,25,Medium
85,Rainy,Wednesday,Morning,Express,35,High
110,Foggy,Thursday,Afternoon,Superfast,45,Low
90,Clear,Friday,Evening,Local,15,Medium
115,Rainy,Saturday,Night,Express,55,High
95,Foggy,Sunday,Morning,Superfast,65,Low
120,Clear,Monday,Afternoon,Local,30,Medium
100,Rainy,Tuesday,Evening,Express,40,High
125,Foggy,Wednesday,Night,Superfast,50,Low
105,Clear,Thursday,Morning,Local,5,Medium
130,Rainy,Friday,Afternoon,Express,45,High
110,Foggy,Saturday,Evening,Superfast,55,Low
135,Clear,Sunday,Night,Local,20,Medium
115,Rainy,Monday,Morning,Express,50,High
140,Foggy,Tuesday,Afternoon,Superfast,60,Low
120,Clear,Wednesday,Evening,Local,25,Medium
145,Rainy,Thursday,Night,Express,35,High
125,Foggy,Friday,Morning,Superfast,45,Low
150,Clear,Saturday,Afternoon,Local,10,Medium
130,Rainy,Sunday,Evening,Express,55,High
155,Foggy,Monday,Night,Superfast,65,Low
135,Clear,Tuesday,Morning,Local,30,Medium
160,Rainy,Wednesday,Afternoon,Express,40,High
140,Foggy,Thursday,Evening,Superfast,50,Low
165,Clear,Friday,Night,Local,15,Medium
145,Rainy,Saturday,Morning,Express,55,High
170,Foggy,Sunday,Afternoon,Superfast,65,Low
150,Clear,Monday,Evening,Local,20,Medium
175,Rainy,Tuesday,Night,Express,35,High
155,Foggy,Wednesday,Morning,Superfast,45,Low
180,Clear,Thursday,Afternoon,Local,5,Medium
160,Rainy,Friday,Evening,Express,50,High
185,Foggy,Saturday,Night,Superfast,60,Low
165,Clear,Sunday,Morning,Local,25,Medium
190,Rainy,Monday,Afternoon,Express,40,High
170,Foggy,Tuesday,Evening,Superfast,50,Low
195,Clear,Wednesday,Night,Local,30,Medium
175,Rainy,Thursday,Morning,Express,5,High
200,Foggy,Friday,Afternoon,Superfast,45,Low
180,Clear,Saturday,Evening,Local,15,Medium
205,Rainy,Sunday,Night,Express,55,High
185,Foggy,Monday,Morning,Superfast,65,Low
210,Clear,Tuesday,Afternoon,Local,30,Medium
190,Rainy,Wednesday,Evening,Express,40,High
215,Foggy,Thursday,Night,Superfast,50,Low
195,Clear,Friday,Morning,Local,20,Medium
220,Rainy,Saturday,Afternoon,Express,55,High
200,Foggy,Sunday,Evening,Superfast,65,Low
225,Clear,Monday,Night,Local,25,Medium
205,Rainy,Tuesday,Morning,Express,35,High
230,Foggy,Wednesday,Afternoon,Superfast,45,Low
210,Clear,Thursday,Evening,Local,10,Medium
235,Rainy,Friday,Night,Express,50,High
215,Foggy,Saturday,Morning,Superfast,60,Low
240,Clear,Sunday,Afternoon,Local,30,Medium
220,Rainy,Monday,Evening,Express,40,High
245,Foggy,Tuesday,Night,Superfast,50,Low
225,Clear,Wednesday,Morning,Local,15,Medium
250,Rainy,Thursday,Afternoon,Express,55,High
230,Foggy,Friday,Evening,Superfast,65,Low
255,Clear,Saturday,Night,Local,20,Medium
235,Rainy,Sunday,Morning,Express,35,High
260,Foggy,Monday,Afternoon,Superfast,45,Low
240,Clear,Tuesday,Evening,Local,5,Medium
265,Rainy,Wednesday,Night,Express,50,High
245,Foggy,Thursday,Morning,Superfast,60,Low
270,Clear,Friday,Afternoon,Local,30,Medium
250,Rainy,Saturday,Evening,Express,40,High
275,Foggy,Sunday,Night,Superfast,55,Low
255,Clear,Monday,Morning,Local,10,Medium
280,Rainy,Tuesday,Afternoon,Express,45,High
260,Foggy,Wednesday,Evening,Superfast,50,Low
285,Clear,Thursday,Night,Local,20,Medium
265,Rainy,Friday,Morning,Express,35,High
290,Foggy,Saturday,Afternoon,Superfast,40,Low
270,Clear,Sunday,Evening,Local,15,Medium
295,Rainy,Monday,Night,Express,50,High
275,Foggy,Tuesday,Morning,Superfast,55,Low
300,Clear,Wednesday,Afternoon,Local,25,Medium
280,Rainy,Thursday,Evening,Express,40,High
305,Foggy,Friday,Night,Superfast,45,Low
285,Clear,Saturday,Morning,Local,5,Medium
310,Rainy,Sunday,Afternoon,Express,60,High
290,Foggy,Monday,Evening,Superfast,65,Low
315,Clear,Tuesday,Night,Local,30,Medium
295,Rainy,Wednesday,Morning,Express,35,High
320,Foggy,Thursday,Afternoon,Superfast,40,Low
300,Clear,Friday,Evening,Local,10,Medium
325,Rainy,Saturday,Night,Express,45,High
305,Foggy,Sunday,Morning,Superfast,50,Low
330,Clear,Monday,Afternoon,Local,15,Medium
310,Rainy,Tuesday,Evening,Express,55,High
335,Foggy,Wednesday,Night,Superfast,60,Low
315,Clear,Thursday,Morning,Local,20,Medium
340,Rainy,Friday,Afternoon,Express,35,High
320,Foggy,Saturday,Evening,Superfast,40,Low
345,Clear,Sunday,Night,Local,5,Medium
40,Clear,Monday,Morning,Local,10,Medium
65,Rainy,Tuesday,Afternoon,Express,20,High
50,Foggy,Wednesday,Evening,Superfast,30,Low
75,Clear,Thursday,Night,Local,15,Medium
55,Rainy,Friday,Morning,Express,25,High
80,Foggy,Saturday,Afternoon,Superfast,35,Low
60,Clear,Sunday,Evening,Local,5,Medium
85,Rainy,Monday,Night,Express,45,High
65,Foggy,Tuesday,Morning,Superfast,55,Low
90,Clear,Wednesday,Afternoon,Local,20,Medium
70,Rainy,Thursday,Evening,Express,30,High
95,Foggy,Friday,Night,Superfast,40,Low
75,Clear,Saturday,Morning,Local,10,Medium
100,Rainy,Sunday,Afternoon,Express,50,High
80,Foggy,Monday,Evening,Superfast,60,Low
105,Clear,Tuesday,Night,Local,25,Medium
85,Rainy,Wednesday,Morning,Express,35,High
110,Foggy,Thursday,Afternoon,Superfast,45,Low
90,Clear,Friday,Evening,Local,15,Medium
115,Rainy,Saturday,Night,Express,55,High
95,Foggy,Sunday,Morning,Superfast,65,Low
120,Clear,Monday,Afternoon,Local,30,Medium
100,Rainy,Tuesday,Evening,Express,40,High
125,Foggy,Wednesday,Night,Superfast,50,Low
105,Clear,Thursday,Morning,Local,5,Medium
130,Rainy,Friday,Afternoon,Express,45,High
110,Foggy,Saturday,Evening,Superfast,55,Low
135,Clear,Sunday,Night,Local,20,Medium
115,Rainy,Monday,Morning,Express,50,High
140,Foggy,Tuesday,Afternoon,Superfast,60,Low
120,Clear,Wednesday,Evening,Local,25,Medium
145,Rainy,Thursday,Night,Express,35,High
125,Foggy,Friday,Morning,Superfast,45,Low
150,Clear,Saturday,Afternoon,Local,10,Medium
130,Rainy,Sunday,Evening,Express,55,High
155,Foggy,Monday,Night,Superfast,65,Low
135,Clear,Tuesday,Morning,Local,30,Medium
160,Rainy,Wednesday,Afternoon,Express,40,High
140,Foggy,Thursday,Evening,Superfast,50,Low
165,Clear,Friday,Night,Local,15,Medium
145,Rainy,Saturday,Morning,Express,55,High
170,Foggy,Sunday,Afternoon,Superfast,65,Low
150,Clear,Monday,Evening,Local,20,Medium
175,Rainy,Tuesday,Night,Express,35,High
155,Foggy,Wednesday,Morning,Superfast,45,Low
180,Clear,Thursday,Afternoon,Local,5,Medium
160,Rainy,Friday,Evening,Express,50,High
185,Foggy,Saturday,Night,Superfast,60,Low
165,Clear,Sunday,Morning,Local,25,Medium
190,Rainy,Monday,Afternoon,Express,40,High
170,Foggy,Tuesday,Evening,Superfast,50,Low
195,Clear,Wednesday,Night,Local,30,Medium
175,Rainy,Thursday,Morning,Express,5,High
200,Foggy,Friday,Afternoon,Superfast,45,Low
180,Clear,Saturday,Evening,Local,15,Medium
205,Rainy,Sunday,Night,Express,55,High
185,Foggy,Monday,Morning,Superfast,65,Low
210,Clear,Tuesday,Afternoon,Local,30,Medium
190,Rainy,Wednesday,Evening,Express,40,High
215,Foggy,Thursday,Night,Superfast,50,Low
195,Clear,Friday,Morning,Local,20,Medium
220,Rainy,Saturday,Afternoon,Express,55,High
200,Foggy,Sunday,Evening,Superfast,65,Low
225,Clear,Monday,Night,Local,25,Medium
205,Rainy,Tuesday,Morning,Express,35,High
230,Foggy,Wednesday,Afternoon,Superfast,45,Low
210,Clear,Thursday,Evening,Local,10,Medium
235,Rainy,Friday,Night,Express,50,High
215,Foggy,Saturday,Morning,Superfast,60,Low
240,Clear,Sunday,Afternoon,Local,30,Medium
220,Rainy,Monday,Evening,Express,40,High
245,Foggy,Tuesday,Night,Superfast,50,Low
225,Clear,Wednesday,Morning,Local,15,Medium
250,Rainy,Thursday,Afternoon,Express,55,High
230,Foggy,Friday,Evening,Superfast,65,Low
255,Clear,Saturday,Night,Local,20,Medium
235,Rainy,Sunday,Morning,Express,35,High
260,Foggy,Monday,Afternoon,Superfast,45,Low
240,Clear,Tuesday,Evening,Local,5,Medium
265,Rainy,Wednesday,Night,Express,50,High
245,Foggy,Thursday,Morning,Superfast,60,Low
270,Clear,Friday,Afternoon,Local,30,Medium
250,Rainy,Saturday,Evening,Express,40,High
275,Foggy,Sunday,Night,Superfast,55,Low
255,Clear,Monday,Morning,Local,10,Medium
280,Rainy,Tuesday,Afternoon,Express,45,High
260,Foggy,Wednesday,Evening,Superfast,50,Low
285,Clear,Thursday,Night,Local,20,Medium
265,Rainy,Friday,Morning,Express,35,High
290,Foggy,Saturday,Afternoon,Superfast,40,Low
270,Clear,Sunday,Evening,Local,15,Medium
295,Rainy,Monday,Night,Express,50,High
275,Foggy,Tuesday,Morning,Superfast,55,Low
300,Clear,Wednesday,Afternoon,Local,25,Medium
280,Rainy,Thursday,Evening,Express,40,High
305,Foggy,Friday,Night,Superfast,45,Low
285,Clear,Saturday,Morning,Local,5,Medium
310,Rainy,Sunday,Afternoon,Express,60,High
290,Foggy,Monday,Evening,Superfast,65,Low
315,Clear,Tuesday,Night,Local,30,Medium
295,Rainy,Wednesday,Morning,Express,35,High
320,Foggy,Thursday,Afternoon,Superfast,40,Low
300,Clear,Friday,Evening,Local,10,Medium
325,Rainy,Saturday,Night,Express,45,High
305,Foggy,Sunday,Morning,Superfast,50,Low
330,Clear,Monday,Afternoon,Local,15,Medium
310,Rainy,Tuesday,Evening,Express,55,High
335,Foggy,Wednesday,Night,Superfast,60,Low
315,Clear,Thursday,Morning,Local,20,Medium
340,Rainy,Friday,Afternoon,Express,35,High
320,Foggy,Saturday,Evening,Superfast,40,Low
345,Clear,Sunday,Night,Local,5,Medium
325,Rainy,Monday,Morning,Express,50,High
350,Foggy,Tuesday,Afternoon,Superfast,55,Low
330,Clear,Wednesday,Evening,Local,25,Medium
355,Rainy,Thursday,Night,Express,30,High
335,Foggy,Friday,Morning,Superfast,35,Low
360,Clear,Saturday,Afternoon,Local,40,Medium
340,Rainy,Sunday,Evening,Express,45,High
365,Foggy,Monday,Night,Superfast,50,Low
345,Clear,Tuesday,Morning,Local,55,Medium
370,Rainy,Wednesday,Afternoon,Express,60,High
350,Foggy,Thursday,Evening,Superfast,65,Low
375,Clear,Friday,Night,Local,70,Medium
355,Rainy,Saturday,Morning,Express,75,High
380,Foggy,Sunday,Afternoon,Superfast,80,Low
360,Clear,Monday,Evening,Local,85,Medium
385,Rainy,Tuesday,Night,Express,90,High
365,Foggy,Wednesday,Morning,Superfast,95,Low
390,Clear,Thursday,Afternoon,Local,100,Medium
370,Rainy,Friday,Evening,Express,105,High
395,Foggy,Saturday,Night,Superfast,110,Low
375,Clear,Sunday,Morning,Local,115,Medium
400,Rainy,Monday,Afternoon,Express,120,High
380,Foggy,Tuesday,Evening,Superfast,125,Low
405,Clear,Wednesday,Night,Local,130,Medium
385,Rainy,Thursday,Morning,Express,135,High
410,Foggy,Friday,Afternoon,Superfast,140,Low
390,Clear,Saturday,Evening,Local,145,Medium
415,Rainy,Sunday,Night,Express,150,High
395,Foggy,Monday,Morning,Superfast,155,Low
420,Clear,Tuesday,Afternoon,Local,160,Medium
400,Rainy,Wednesday,Evening,Express,165,High
425,Foggy,Thursday,Night,Superfast,170,Low
405,Clear,Friday,Morning,Local,175,Medium
430,Rainy,Saturday,Afternoon,Express,180,High
410,Foggy,Sunday,Evening,Superfast,185,Low
435,Clear,Monday,Night,Local,190,Medium
415,Rainy,Tuesday,Morning,Express,195,High
440,Foggy,Wednesday,Afternoon,Superfast,200,Low
420,Clear,Thursday,Evening,Local,205,Medium
445,Rainy,Friday,Night,Express,210,High
425,Foggy,Saturday,Morning,Superfast,215,Low
450,Clear,Sunday,Afternoon,Local,220,Medium
430,Rainy,Monday,Evening,Express,225,High
455,Foggy,Tuesday,Night,Superfast,230,Low
435,Clear,Wednesday,Morning,Local,235,Medium
460,Rainy,Thursday,Afternoon,Express,240,High
440,Foggy,Friday,Evening,Superfast,245,Low
465,Clear,Saturday,Night,Local,250,Medium
445,Rainy,Sunday,Morning,Express,255,High
470,Foggy,Monday,Afternoon,Superfast,260,Low
450,Clear,Tuesday,Evening,Local,265,Medium
475,Rainy,Wednesday,Night,Express,270,High
455,Foggy,Thursday,Morning,Superfast,275,Low
480,Clear,Friday,Afternoon,Local,280,Medium
460,Rainy,Saturday,Evening,Express,285,High
485,Foggy,Sunday,Night,Superfast,290,Low
465,Clear,Monday,Morning,Local,295,Medium
490,Rainy,Tuesday,Afternoon,Express,300,High
470,Foggy,Wednesday,Evening,Superfast,305,Low
495,Clear,Thursday,Night,Local,310,Medium
475,Rainy,Friday,Morning,Express,315,High
500,Foggy,Saturday,Afternoon,Superfast,320,Low
480,Clear,Sunday,Evening,Local,325,Medium
505,Rainy,Monday,Night,Express,330,High
485,Foggy,Tuesday,Morning,Superfast,335,Low
510,Clear,Wednesday,Afternoon,Local,340,Medium
490,Rainy,Thursday,Evening,Express,345,High
515,Foggy,Friday,Night,Superfast,350,Low
495,Clear,Saturday,Morning,Local,355,Medium
520,Rainy,Sunday,Afternoon,Express,360,High
500,Foggy,Monday,Evening,Superfast,365,Low
525,Clear,Tuesday,Night,Local,370,Medium
505,Rainy,Wednesday,Morning,Express,375,High
530,Foggy,Thursday,Afternoon,Superfast,380,Low
510,Clear,Friday,Evening,Local,385,Medium
535,Rainy,Saturday,Night,Express,390,High
515,Foggy,Sunday,Morning,Superfast,395,Low
540,Clear,Monday,Afternoon,Local,400,Medium
520,Rainy,Tuesday,Evening,Express,405,High
545,Foggy,Wednesday,Night,Superfast,410,Low
525,Clear,Thursday,Morning,Local,415,Medium
550,Rainy,Friday,Afternoon,Express,420,High
530,Foggy,Saturday,Evening,Superfast,425,Low
555,Clear,Sunday,Night,Local,430,Medium
535,Rainy,Monday,Morning,Express,435,High
560,Foggy,Tuesday,Afternoon,Superfast,440,Low
540,Clear,Wednesday,Evening,Local,445,Medium
565,Rainy,Thursday,Night,Express,450,High
545,Foggy,Friday,Morning,Superfast,455,Low
570,Clear,Saturday,Afternoon,Local,460,Medium
550,Rainy,Sunday,Evening,Express,465,High
575,Foggy,Monday,Night,Superfast,470,Low
555,Clear,Tuesday,Morning,Local,475,Medium
580,Rainy,Wednesday,Afternoon,Express,480,High
560,Foggy,Thursday,Evening,Superfast,485,Low
585,Clear,Friday,Night,Local,490,Medium
565,Rainy,Saturday,Morning,Express,495,High
590,Foggy,Sunday,Afternoon,Superfast,500,Low
570,Clear,Monday,Evening,Local,505,Medium
595,Rainy,Tuesday,Night,Express,510,High
575,Foggy,Wednesday,Morning,Superfast,515,Low
600,Clear,Thursday,Afternoon,Local,520,Medium
580,Rainy,Friday,Evening,Express,525,High
605,Foggy,Saturday,Night,Superfast,530,Low
585,Clear,Sunday,Morning,Local,535,Medium
610,Rainy,Monday,Afternoon,Express,540,High
590,Foggy,Tuesday,Evening,Superfast,545,Low
615,Clear,Wednesday,Night,Local,550,Medium
595,Rainy,Thursday,Morning,Express,555,High
620,Foggy,Friday,Afternoon,Superfast,560,Low
600,Clear,Saturday,Evening,Local,565,Medium
625,Rainy,Sunday,Night,Express,570,High
605,Foggy,Monday,Morning,Superfast,575,Low
630,Clear,Tuesday,Afternoon,Local,580,Medium
610,Rainy,Wednesday,Evening,Express,585,High
635,Foggy,Thursday,Night,Superfast,590,Low
615,Clear,Friday,Morning,Local,595,Medium
640,Rainy,Saturday,Afternoon,Express,600,High
620,Foggy,Sunday,Evening,Superfast,605,Low
645,Clear,Monday,Night,Local,610,Medium
625,Rainy,Tuesday,Morning,Express,615,High
650,Foggy,Wednesday,Afternoon,Superfast,620,Low
630,Clear,Thursday,Evening,Local,625,Medium
655,Rainy,Friday,Night,Express,630,High
635,Foggy,Saturday,Morning,Superfast,635,Low
660,Clear,Sunday,Afternoon,Local,640,Medium
640,Rainy,Monday,Evening,Express,645,High
665,Foggy,Tuesday,Night,Superfast,650,Low
645,Clear,Wednesday,Morning,Local,655,Medium
670,Rainy,Thursday,Afternoon,Express,660,High
650,Foggy,Friday,Evening,Superfast,665,Low
675,Clear,Saturday,Night,Local,670,Medium
655,Rainy,Sunday,Morning,Express,675,High
680,Foggy,Monday,Afternoon,Superfast,680,Low
660,Clear,Tuesday,Evening,Local,685,Medium
685,Rainy,Wednesday,Night,Express,690,High
665,Foggy,Thursday,Morning,Superfast,695,Low
690,Clear,Friday,Afternoon,Local,700,Medium
670,Rainy,Saturday,Evening,Express,705,High
695,Foggy,Sunday,Night,Superfast,710,Low
675,Clear,Monday,Morning,Local,715,Medium
700,Rainy,Tuesday,Afternoon,Express,720,High
680,Foggy,Wednesday,Evening,Superfast,725,Low
705,Clear,Thursday,Night,Local,730,Medium
685,Rainy,Friday,Morning,Express,735,High
710,Foggy,Saturday,Afternoon,Superfast,740,Low
690,Clear,Sunday,Evening,Local,745,Medium
715,Rainy,Monday,Night,Express,750,High
695,Foggy,Tuesday,Morning,Superfast,755,Low
720,Clear,Wednesday,Afternoon,Local,760,Medium
700,Rainy,Thursday,Evening,Express,765,High
725,Foggy,Friday,Night,Superfast,770,Low
705,Clear,Saturday,Morning,Local,775,Medium
730,Rainy,Sunday,Afternoon,Express,780,High
710,Foggy,Monday,Evening,Superfast,785,Low
735,Clear,Tuesday,Night,Local,790,Medium
715,Rainy,Wednesday,Morning,Express,795,High
740,Foggy,Thursday,Afternoon,Superfast,800,Low
720,Clear,Friday,Evening,Local,805,Medium
745,Rainy,Saturday,Night,Express,810,High
725,Foggy,Sunday,Morning,Superfast,815,Low
750,Clear,Monday,Afternoon,Local,820,Medium
730,Rainy,Tuesday,Evening,Express,825,High
755,Foggy,Wednesday,Night,Superfast,830,Low
735,Clear,Thursday,Morning,Local,835,Medium
760,Rainy,Friday,Afternoon,Express,840,High
740,Foggy,Saturday,Evening,Superfast,845,Low
765,Clear,Sunday,Night,Local,850,Medium
745,Rainy,Monday,Morning,Express,855,High
770,Foggy,Tuesday,Afternoon,Superfast,860,Low
750,Clear,Wednesday,Evening,Local,865,Medium
775,Rainy,Thursday,Night,Express,870,High
755,Foggy,Friday,Morning,Superfast,875,Low
780,Clear,Saturday,Afternoon,Local,880,Medium
760,Rainy,Sunday,Evening,Express,885,High
785,Foggy,Monday,Night,Superfast,890,Low
765,Clear,Tuesday,Morning,Local,895,Medium
790,Rainy,Wednesday,Afternoon,Express,900,High
770,Foggy,Thursday,Evening,Superfast,905,Low
795,Clear,Friday,Night,Local,910,Medium
775,Rainy,Saturday,Morning,Express,915,High
800,Foggy,Sunday,Afternoon,Superfast,920,Low
780,Clear,Monday,Evening,Local,925,Medium
805,Rainy,Tuesday,Night,Express,930,High
785,Foggy,Wednesday,Morning,Superfast,935,Low
810,Clear,Thursday,Afternoon,Local,940,Medium
790,Rainy,Friday,Evening,Express,945,High
815,Foggy,Saturday,Night,Superfast,950,Low
795,Clear,Sunday,Morning,Local,955,Medium
820,Rainy,Monday,Afternoon,Express,960,High
800,Foggy,Tuesday,Evening,Superfast,965,Low
825,Clear,Wednesday,Night,Local,970,Medium
805,Rainy,Thursday,Morning,Express,975,High
830,Foggy,Friday,Afternoon,Superfast,980,Low
810,Clear,Saturday,Evening,Local,985,Medium
835,Rainy,Sunday,Night,Express,990,High
815,Foggy,Monday,Morning,Superfast,995,Low
840,Clear,Tuesday,Afternoon,Local,1000,Medium
